,user_id,report_time,update_time,kwh,appliance_kwh
1227,user_167,2024-04-17 00:00:00,2024-04-18 00:00:00,18.43,"0.0228,0.0857,0.1035,0.0329,0.0033"
1228,user_168,2024-04-17 00:00:00,2024-04-18 00:00:00,29.56,"0.0077,0.0397,0.148,0.0105,0.0008"
1229,user_170,2024-04-17 00:00:00,2024-04-18 00:00:00,7.35,"0.0,0.0,0.040435,0.000488,0.047196"
1230,user_171,2024-04-17 00:00:00,2024-04-18 00:00:00,3.04,"0.0969,0.2662,0.0581,0.0834,0.0192"
1231,user_172,2024-04-17 00:00:00,2024-04-18 00:00:00,12.64,"0.0389,0.1274,0.073,0.0456,0.0047"
1232,user_173,2024-04-17 00:00:00,2024-04-18 00:00:00,6.22,"0.0562,0.2439,0.0383,0.0,0.0052"
1233,user_174,2024-04-17 00:00:00,2024-04-18 00:00:00,14.09,"0.0249,0.0894,0.0575,0.0357,0.0019"
1234,user_175,2024-04-17 00:00:00,2024-04-18 00:00:00,13.14,"0.0478,0.1459,0.0604,0.0539,0.0043"
1235,user_176,2024-04-17 00:00:00,2024-04-18 00:00:00,4.94,"0.0559,0.2699,0.0398,0.0,0.0037"
1236,user_177,2024-04-17 00:00:00,2024-04-18 00:00:00,5.77,"0.0533,0.2416,0.0412,0.0545,0.0039"
1237,user_178,2024-04-17 00:00:00,2024-04-18 00:00:00,11.06,"0.0467,0.1409,0.0567,0.0528,0.0041"
1238,user_179,2024-04-17 00:00:00,2024-04-18 00:00:00,6.5,"0.0,0.1947,0.0436,0.0579,0.0055"
1239,user_180,2024-04-17 00:00:00,2024-04-18 00:00:00,7.93,"0.0526,0.1663,0.0496,0.0605,0.0061"
1240,user_181,2024-04-17 00:00:00,2024-04-18 00:00:00,4.7,"0.0604,0.2644,0.0545,0.0593,0.0064"
1241,user_182,2024-04-17 00:00:00,2024-04-18 00:00:00,15.28,"0.0277,0.0973,0.0684,0.0395,0.0019"
1242,user_183,2024-04-17 00:00:00,2024-04-18 00:00:00,5.47,"0.0,0.0,0.048308,0.0,0.0"
1243,user_184,2024-04-17 00:00:00,2024-04-18 00:00:00,9.83,"0.0492,0.1467,0.053,0.0569,0.0048"
1244,user_185,2024-04-17 00:00:00,2024-04-18 00:00:00,16.8,"0.0334,0.1108,0.0698,0.0452,0.0027"
1245,user_186,2024-04-17 00:00:00,2024-04-18 00:00:00,23.82,"0.015,0.0647,0.1221,0.0229,0.0019"
1246,user_187,2024-04-17 00:00:00,2024-04-18 00:00:00,7.06,"0.058,0.2135,0.0568,0.0,0.0"
1247,user_188,2024-04-17 00:00:00,2024-04-18 00:00:00,6.18,"0.0574,0.2707,0.0424,0.0569,0.0037"
1248,user_189,2024-04-17 00:00:00,2024-04-18 00:00:00,14.4,"0.0341,0.1161,0.1042,0.042,0.0052"
1249,user_190,2024-04-17 00:00:00,2024-04-18 00:00:00,10.95,"0.0,0.156,0.0724,0.0,0.0"
1250,user_191,2024-04-17 00:00:00,2024-04-18 00:00:00,19.61,"0.0229,0.0814,0.0,0.0,0.0015"
1251,user_138,2024-04-17 00:00:00,2024-04-18 00:00:00,8.59,"0.053237,0.242997,0.01462,0.029441,0.008718"
1252,user_192,2024-04-17 00:00:00,2024-04-18 00:00:00,30.6,"0.0151,0.063,0.0977,0.0274,0.0009"
1253,user_193,2024-04-17 00:00:00,2024-04-18 00:00:00,16.58,"0.0344,0.1161,0.1269,0.0414,0.0059"
1254,user_194,2024-04-17 00:00:00,2024-04-18 00:00:00,10.47,"0.0429,0.1314,0.0585,0.0508,0.0037"
1255,user_195,2024-04-17 00:00:00,2024-04-18 00:00:00,11.73,"0.0441,0.1352,0.0906,0.0484,0.0055"
1256,user_196,2024-04-17 00:00:00,2024-04-18 00:00:00,11.56,"0.0377,0.1236,0.0521,0.0454,0.0032"
1257,user_197,2024-04-17 00:00:00,2024-04-18 00:00:00,5.18,"0.0,0.2738,0.0,0.0763,0.0107"
1258,user_198,2024-04-17 00:00:00,2024-04-18 00:00:00,9.44,"0.0316,0.1112,0.0501,0.0404,0.0029"
1259,user_199,2024-04-17 00:00:00,2024-04-18 00:00:00,17.74,"0.0174,0.067,0.0753,0.0283,0.0015"
1260,user_200,2024-04-17 00:00:00,2024-04-18 00:00:00,6.12,"0.0562,0.1774,0.0731,0.0,0.0106"
1261,user_201,2024-04-17 00:00:00,2024-04-18 00:00:00,17.21,"0.012,0.0511,0.068,0.0205,0.0008"
1262,user_202,2024-04-17 00:00:00,2024-04-18 00:00:00,19.08,"0.0164,0.0603,0.0801,0.0251,0.0008"
1263,user_203,2024-04-17 00:00:00,2024-04-18 00:00:00,6.68,"0.0551,0.1936,0.0445,0.064,0.0062"
1264,user_204,2024-04-17 00:00:00,2024-04-18 00:00:00,0.73,"0.0511,0.17,0.0876,0.0,0.0077"
1265,user_205,2024-04-17 00:00:00,2024-04-18 00:00:00,20.39,"0.0157,0.0659,0.0997,0.0249,0.0016"
1266,user_206,2024-04-17 00:00:00,2024-04-18 00:00:00,2.51,"0.0858,0.2591,0.0551,0.0804,0.0139"
1267,user_207,2024-04-17 00:00:00,2024-04-18 00:00:00,6.35,"0.0539,0.1845,0.0458,0.0631,0.006"
1268,user_208,2024-04-17 00:00:00,2024-04-18 00:00:00,10.22,"0.0475,0.1425,0.0667,0.0518,0.0048"
1269,user_209,2024-04-17 00:00:00,2024-04-18 00:00:00,12.73,"0.0398,0.1247,0.0603,0.049,0.0033"
1270,user_210,2024-04-17 00:00:00,2024-04-18 00:00:00,9.51,"0.0379,0.1239,0.0519,0.0455,0.0032"
1271,user_211,2024-04-17 00:00:00,2024-04-18 00:00:00,15.88,"0.0359,0.1194,0.0537,0.0443,0.003"
1272,user_212,2024-04-17 00:00:00,2024-04-18 00:00:00,11.57,"0.0502,0.1611,0.0561,0.0,0.0048"
1273,user_213,2024-04-17 00:00:00,2024-04-18 00:00:00,7.71,"0.0467,0.1435,0.0512,0.0537,0.0049"
1274,user_214,2024-04-17 00:00:00,2024-04-18 00:00:00,13.02,"0.0259,0.0932,0.0522,0.0364,0.002"
1275,user_215,2024-04-17 00:00:00,2024-04-18 00:00:00,24.51,"0.0188,0.0706,0.2608,0.0201,0.0047"
1276,user_216,2024-04-17 00:00:00,2024-04-18 00:00:00,7.05,"0.0487,0.174,0.0431,0.0558,0.0049"
1277,user_217,2024-04-17 00:00:00,2024-04-18 00:00:00,6.63,"0.0544,0.1974,0.0444,0.0,0.0058"
1278,user_218,2024-04-17 00:00:00,2024-04-18 00:00:00,7.98,"0.0554,0.1707,0.0469,0.0636,0.0069"
1279,user_219,2024-04-17 00:00:00,2024-04-18 00:00:00,6.18,"0.0538,0.1871,0.0443,0.0637,0.0059"
1280,user_220,2024-04-17 00:00:00,2024-04-18 00:00:00,9.69,"0.0498,0.156,0.0578,0.0,0.005"
1281,user_221,2024-04-17 00:00:00,2024-04-18 00:00:00,5.41,"0.0,0.1807,0.0436,0.0719,0.007"
1282,user_222,2024-04-17 00:00:00,2024-04-18 00:00:00,15.63,"0.0229,0.0799,0.0826,0.0295,0.002"
1283,user_223,2024-04-17 00:00:00,2024-04-18 00:00:00,24.62,"0.024,0.0892,0.0792,0.0379,0.0016"
1284,user_224,2024-04-17 00:00:00,2024-04-18 00:00:00,13.51,"0.0322,0.1106,0.0576,0.0421,0.0025"
1285,user_225,2024-04-17 00:00:00,2024-04-18 00:00:00,4.36,"0.0623,0.2491,0.0366,0.0756,0.0078"
1286,user_226,2024-04-17 00:00:00,2024-04-18 00:00:00,9.14,"0.0457,0.1412,0.0506,0.0515,0.0041"
1287,user_227,2024-04-17 00:00:00,2024-04-18 00:00:00,21.37,"0.0183,0.0737,0.1374,0.0258,0.0021"
1288,user_228,2024-04-17 00:00:00,2024-04-18 00:00:00,9.81,"0.0395,0.1273,0.0513,0.0465,0.0034"
1289,user_229,2024-04-17 00:00:00,2024-04-18 00:00:00,3.69,"0.0566,0.2559,0.0384,0.0673,0.0048"
1290,user_230,2024-04-17 00:00:00,2024-04-18 00:00:00,12.7,"0.0241,0.0905,0.0628,0.0338,0.0028"
1291,user_231,2024-04-17 00:00:00,2024-04-18 00:00:00,2.69,"0.09,0.2614,0.0537,0.0,0.0184"
1292,user_232,2024-04-17 00:00:00,2024-04-18 00:00:00,1.3,"0.1203,0.2163,0.1118,0.0,0.0725"
1293,user_233,2024-04-17 00:00:00,2024-04-18 00:00:00,2.75,"0.0899,0.2853,0.0645,0.0892,0.0151"
1294,user_234,2024-04-17 00:00:00,2024-04-18 00:00:00,5.33,"0.0562,0.2706,0.039,0.0545,0.0039"
1295,user_235,2024-04-17 00:00:00,2024-04-18 00:00:00,6.08,"0.0548,0.2436,0.0375,0.0675,0.0047"
1296,user_236,2024-04-17 00:00:00,2024-04-18 00:00:00,6.11,"0.0547,0.1592,0.0568,0.0,0.0078"
1297,user_237,2024-04-17 00:00:00,2024-04-18 00:00:00,12.1,"0.0162,0.0619,0.0568,0.0,0.0013"
1298,user_238,2024-04-17 00:00:00,2024-04-18 00:00:00,10.11,"0.0441,0.135,0.0582,0.0,0.0039"
1299,user_239,2024-04-17 00:00:00,2024-04-18 00:00:00,1.94,"0.1118,0.275,0.0788,0.1004,0.0281"
1300,user_240,2024-04-17 00:00:00,2024-04-18 00:00:00,10.01,"0.0477,0.1453,0.0605,0.0538,0.0043"
1301,user_241,2024-04-17 00:00:00,2024-04-18 00:00:00,21.59,"0.0146,0.0481,0.0571,0.0264,0.0007"
1302,user_242,2024-04-17 00:00:00,2024-04-18 00:00:00,9.42,"0.0459,0.1446,0.065,0.0495,0.0053"
1303,user_243,2024-04-17 00:00:00,2024-04-18 00:00:00,6.55,"0.0548,0.181,0.0459,0.0657,0.0064"
1304,user_244,2024-04-17 00:00:00,2024-04-18 00:00:00,7.55,"0.0564,0.1934,0.0597,0.0584,0.0079"
1305,user_245,2024-04-17 00:00:00,2024-04-18 00:00:00,0.44,"0.0,0.0,0.0296,0.0,0.0681"
1306,user_246,2024-04-17 00:00:00,2024-04-18 00:00:00,0.97,"0.0303,0.1041,0.0783,0.0405,0.0035"
1307,user_247,2024-04-17 00:00:00,2024-04-18 00:00:00,9.75,"0.0505,0.1582,0.0547,0.0566,0.0051"
1308,user_248,2024-04-17 00:00:00,2024-04-18 00:00:00,4.79,"0.0588,0.2663,0.0471,0.057,0.0046"
1309,user_249,2024-04-17 00:00:00,2024-04-18 00:00:00,20.52,"0.0,0.0911,0.132,0.0353,0.0041"
1310,user_250,2024-04-17 00:00:00,2024-04-18 00:00:00,10.97,"0.0323,0.1111,0.0567,0.042,0.0026"
1311,user_251,2024-04-17 00:00:00,2024-04-18 00:00:00,11.97,"0.0316,0.11,0.0541,0.0411,0.0025"
1312,user_252,2024-04-17 00:00:00,2024-04-18 00:00:00,4.49,"0.0712,0.2573,0.0543,0.0,0.0072"
1313,user_253,2024-04-17 00:00:00,2024-04-18 00:00:00,22.58,"0.0,0.0782,0.0663,0.0,0.0013"
1314,user_254,2024-04-17 00:00:00,2024-04-18 00:00:00,10.91,"0.0366,0.1207,0.0544,0.0451,0.003"
1315,user_255,2024-04-17 00:00:00,2024-04-18 00:00:00,15.02,"0.0363,0.1188,0.0585,0.0458,0.0029"
1316,user_256,2024-04-17 00:00:00,2024-04-18 00:00:00,9.06,"0.0488,0.1503,0.0548,0.0539,0.0044"
1317,user_257,2024-04-17 00:00:00,2024-04-18 00:00:00,3.71,"0.0794,0.2595,0.074,0.0,0.0157"
1318,user_258,2024-04-17 00:00:00,2024-04-18 00:00:00,11.13,"0.0343,0.1184,0.0645,0.0,0.0039"
1319,user_259,2024-04-17 00:00:00,2024-04-18 00:00:00,14.58,"0.0305,0.0965,0.1129,0.0,0.003"
1320,user_260,2024-04-17 00:00:00,2024-04-18 00:00:00,1.2,"0.1324,0.2994,0.0604,0.0,0.0417"
1321,user_261,2024-04-17 00:00:00,2024-04-18 00:00:00,9.58,"0.044,0.1333,0.0595,0.0515,0.0038"
1322,user_262,2024-04-17 00:00:00,2024-04-18 00:00:00,9.76,"0.0434,0.1309,0.0617,0.0496,0.0039"
1323,user_263,2024-04-17 00:00:00,2024-04-18 00:00:00,7.49,"0.0561,0.1991,0.0585,0.0578,0.0073"
1324,user_264,2024-04-17 00:00:00,2024-04-18 00:00:00,5.71,"0.058,0.2387,0.0381,0.0,0.0056"
1325,user_265,2024-04-17 00:00:00,2024-04-18 00:00:00,10.99,"0.0426,0.1327,0.0538,0.0497,0.0037"
1326,user_266,2024-04-17 00:00:00,2024-04-18 00:00:00,5.67,"0.0,0.2271,0.04,0.0568,0.0035"
1327,user_267,2024-04-17 00:00:00,2024-04-18 00:00:00,6.73,"0.0484,0.1517,0.0458,0.0648,0.0058"
1328,user_268,2024-04-17 00:00:00,2024-04-18 00:00:00,12.28,"0.0301,0.1054,0.0605,0.0407,0.0023"
1329,user_269,2024-04-17 00:00:00,2024-04-18 00:00:00,3.87,"0.0714,0.2587,0.0527,0.0736,0.0076"
1330,user_270,2024-04-17 00:00:00,2024-04-18 00:00:00,7.47,"0.0502,0.1658,0.0497,0.0,0.0048"
1331,user_271,2024-04-17 00:00:00,2024-04-18 00:00:00,8.83,"0.0283,0.104,0.081,0.0372,0.0042"
1332,user_272,2024-04-17 00:00:00,2024-04-18 00:00:00,31.26,"0.0131,0.0478,0.0829,0.0241,0.0004"
1333,user_273,2024-04-17 00:00:00,2024-04-18 00:00:00,10.78,"0.0566,0.1943,0.0482,0.0,0.0065"
1334,user_274,2024-04-17 00:00:00,2024-04-18 00:00:00,1.4,"0.0,0.3108,0.0,0.0,0.0507"
1335,user_275,2024-04-17 00:00:00,2024-04-18 00:00:00,18.77,"0.0293,0.1027,0.0678,0.0416,0.0021"
1336,user_276,2024-04-17 00:00:00,2024-04-18 00:00:00,3.29,"0.0597,0.1935,0.0533,0.0667,0.0091"
1337,user_277,2024-04-17 00:00:00,2024-04-18 00:00:00,5.79,"0.0549,0.1909,0.0424,0.0644,0.006"
1338,user_278,2024-04-17 00:00:00,2024-04-18 00:00:00,2.15,"0.1246,0.4122,0.0306,0.081,0.0814"
1339,user_279,2024-04-17 00:00:00,2024-04-18 00:00:00,8.06,"0.0671,0.2096,0.0485,0.0913,0.0104"
1340,user_280,2024-04-17 00:00:00,2024-04-18 00:00:00,21.14,"0.0,0.0601,0.087,0.0261,0.0007"
1341,user_281,2024-04-17 00:00:00,2024-04-18 00:00:00,9.65,"0.0505,0.1641,0.0545,0.0546,0.0048"
1342,user_282,2024-04-17 00:00:00,2024-04-18 00:00:00,10.12,"0.0448,0.1369,0.0548,0.0517,0.0039"
1343,user_283,2024-04-17 00:00:00,2024-04-18 00:00:00,3.94,"0.06,0.2531,0.0422,0.0,0.0055"
1344,user_284,2024-04-17 00:00:00,2024-04-18 00:00:00,15.47,"0.0401,0.1239,0.0653,0.0485,0.0036"
1345,user_285,2024-04-17 00:00:00,2024-04-18 00:00:00,11.73,"0.0407,0.1273,0.0583,0.0494,0.0034"
1346,user_286,2024-04-17 00:00:00,2024-04-18 00:00:00,12.09,"0.0302,0.1072,0.0674,0.0393,0.0033"
1347,user_287,2024-04-17 00:00:00,2024-04-18 00:00:00,15.07,"0.0228,0.0829,0.0528,0.0,0.0016"
1348,user_288,2024-04-17 00:00:00,2024-04-18 00:00:00,5.34,"0.0663,0.2737,0.0432,0.0733,0.0066"
1349,user_289,2024-04-17 00:00:00,2024-04-18 00:00:00,4.73,"0.0545,0.2448,0.0449,0.0577,0.0048"
1350,user_290,2024-04-17 00:00:00,2024-04-18 00:00:00,4.57,"0.0537,0.2558,0.0388,0.0596,0.0037"
1351,user_291,2024-04-17 00:00:00,2024-04-18 00:00:00,31.09,"0.0131,0.0594,0.109,0.0217,0.0006"
1352,user_292,2024-04-17 00:00:00,2024-04-18 00:00:00,5.2,"0.0554,0.2629,0.0394,0.061,0.0039"
1353,user_293,2024-04-17 00:00:00,2024-04-18 00:00:00,7.46,"0.0499,0.1732,0.0456,0.0,0.005"
1354,user_294,2024-04-17 00:00:00,2024-04-18 00:00:00,20.28,"0.0267,0.0952,0.0703,0.0393,0.0018"
1355,user_295,2024-04-17 00:00:00,2024-04-18 00:00:00,6.96,"0.0544,0.1893,0.0438,0.0624,0.0061"
1356,user_296,2024-04-17 00:00:00,2024-04-18 00:00:00,7.87,"0.0,0.1654,0.0446,0.0737,0.007"
1357,user_297,2024-04-17 00:00:00,2024-04-18 00:00:00,19.62,"0.0291,0.0998,0.0808,0.0,0.0029"
1358,user_298,2024-04-17 00:00:00,2024-04-18 00:00:00,8.24,"0.0436,0.1326,0.0575,0.0488,0.004"
1359,user_299,2024-04-17 00:00:00,2024-04-18 00:00:00,6.21,"0.0557,0.1913,0.06,0.0601,0.0079"
1360,user_300,2024-04-17 00:00:00,2024-04-18 00:00:00,17.06,"0.0313,0.1067,0.0661,0.043,0.0023"
1361,user_301,2024-04-17 00:00:00,2024-04-18 00:00:00,3.69,"0.0798,0.2585,0.0587,0.075,0.0094"
1362,user_302,2024-04-17 00:00:00,2024-04-18 00:00:00,12.61,"0.042,0.1277,0.0634,0.0505,0.0036"
1363,user_303,2024-04-17 00:00:00,2024-04-18 00:00:00,10.72,"0.0243,0.0945,0.0969,0.0329,0.0041"
1364,user_304,2024-04-17 00:00:00,2024-04-18 00:00:00,3.48,"0.0937,0.2765,0.064,0.0741,0.0178"
1365,user_305,2024-04-17 00:00:00,2024-04-18 00:00:00,3.76,"0.0809,0.2681,0.0459,0.0888,0.0248"
1366,user_306,2024-04-17 00:00:00,2024-04-18 00:00:00,4.56,"0.0934,0.3145,0.0525,0.0661,0.0111"
1367,user_307,2024-04-17 00:00:00,2024-04-18 00:00:00,5.26,"0.0576,0.2608,0.0405,0.0678,0.0046"
1368,user_308,2024-04-17 00:00:00,2024-04-18 00:00:00,5.81,"0.0,0.2427,0.0381,0.072,0.0054"
1369,user_309,2024-04-17 00:00:00,2024-04-18 00:00:00,4.7,"0.0623,0.253,0.0397,0.0746,0.0066"
1370,user_310,2024-04-17 00:00:00,2024-04-18 00:00:00,6.19,"0.0,0.2294,0.0393,0.0642,0.0048"
1371,user_311,2024-04-17 00:00:00,2024-04-18 00:00:00,17.7,"0.0,0.1045,0.0755,0.0426,0.0026"
1372,user_312,2024-04-17 00:00:00,2024-04-18 00:00:00,17.22,"0.0,0.1008,0.0821,0.0397,0.0028"
1373,user_313,2024-04-17 00:00:00,2024-04-18 00:00:00,21.97,"0.0163,0.0626,0.099,0.0269,0.0013"
1374,user_314,2024-04-17 00:00:00,2024-04-18 00:00:00,8.51,"0.0521,0.1513,0.0519,0.0637,0.0059"
1375,user_315,2024-04-17 00:00:00,2024-04-18 00:00:00,16.98,"0.032,0.1073,0.0705,0.0435,0.0025"
1376,user_316,2024-04-17 00:00:00,2024-04-18 00:00:00,20.82,"0.0206,0.0796,0.1213,0.0306,0.003"
1377,user_317,2024-04-17 00:00:00,2024-04-18 00:00:00,7.39,"0.0555,0.1735,0.0425,0.0693,0.007"
1378,user_318,2024-04-17 00:00:00,2024-04-18 00:00:00,4.79,"0.0605,0.2688,0.04,0.0648,0.0051"
1379,user_319,2024-04-17 00:00:00,2024-04-18 00:00:00,15.37,"0.0316,0.1086,0.0862,0.0408,0.0037"
1380,user_320,2024-04-17 00:00:00,2024-04-18 00:00:00,21.74,"0.0244,0.0884,0.0785,0.0371,0.0016"
1381,user_321,2024-04-17 00:00:00,2024-04-18 00:00:00,22.51,"0.0191,0.0766,0.1158,0.0274,0.0017"
1382,user_322,2024-04-17 00:00:00,2024-04-18 00:00:00,14.62,"0.0371,0.1177,0.0667,0.0476,0.0031"
1383,user_323,2024-04-17 00:00:00,2024-04-18 00:00:00,18.8,"0.0,0.0766,0.0884,0.0305,0.0017"
1384,user_324,2024-04-17 00:00:00,2024-04-18 00:00:00,13.58,"0.0399,0.1233,0.0652,0.0491,0.0035"
1385,user_325,2024-04-17 00:00:00,2024-04-18 00:00:00,4.75,"0.0706,0.2571,0.0474,0.0885,0.0102"
1386,user_326,2024-04-17 00:00:00,2024-04-18 00:00:00,22.16,"0.0304,0.105,0.0711,0.0432,0.0023"
1387,user_327,2024-04-17 00:00:00,2024-04-18 00:00:00,6.33,"0.0524,0.1575,0.0492,0.0626,0.0067"
1388,user_328,2024-04-17 00:00:00,2024-04-18 00:00:00,6.14,"0.0473,0.2003,0.0407,0.055,0.0039"
1389,user_329,2024-04-17 00:00:00,2024-04-18 00:00:00,6.04,"0.0546,0.2702,0.0405,0.0537,0.0033"
1390,user_169,2024-04-17 00:00:00,2024-04-18 00:00:00,11.44,"0.0409,0.1302,0.051,0.0476,0.0036"
1391,user_330,2024-04-17 00:00:00,2024-04-18 00:00:00,7.94,"0.0553,0.1693,0.0459,0.0657,0.007"
1392,user_331,2024-04-17 00:00:00,2024-04-18 00:00:00,15.75,"0.0341,0.1124,0.0665,0.0,0.0027"
1393,user_332,2024-04-17 00:00:00,2024-04-18 00:00:00,22.21,"0.0187,0.0764,0.1932,0.0258,0.0035"
1394,user_333,2024-04-17 00:00:00,2024-04-18 00:00:00,4.61,"0.056,0.2651,0.0405,0.0599,0.0038"
1395,user_334,2024-04-17 00:00:00,2024-04-18 00:00:00,6.56,"0.0536,0.2017,0.0442,0.0578,0.0054"
1396,user_335,2024-04-17 00:00:00,2024-04-18 00:00:00,4.42,"0.0609,0.2551,0.046,0.0665,0.0049"
1397,user_336,2024-04-17 00:00:00,2024-04-18 00:00:00,9.37,"0.0443,0.1355,0.0554,0.0514,0.0038"
1398,user_337,2024-04-17 00:00:00,2024-04-18 00:00:00,8.16,"0.0427,0.1414,0.0397,0.0581,0.0051"
1399,user_338,2024-04-17 00:00:00,2024-04-18 00:00:00,4.55,"0.0664,0.2612,0.0419,0.0734,0.0072"
1400,user_339,2024-04-17 00:00:00,2024-04-18 00:00:00,9.88,"0.0477,0.1532,0.0974,0.0483,0.0075"
1401,user_340,2024-04-17 00:00:00,2024-04-18 00:00:00,5.84,"0.0551,0.2133,0.0387,0.0666,0.0053"
1402,user_341,2024-04-17 00:00:00,2024-04-18 00:00:00,28.82,"0.0,0.0865,0.0889,0.0353,0.0"
1403,user_342,2024-04-17 00:00:00,2024-04-18 00:00:00,15.79,"0.0329,0.1109,0.0624,0.0438,0.0025"
1404,user_343,2024-04-17 00:00:00,2024-04-18 00:00:00,18.64,"0.0192,0.0764,0.1539,0.0257,0.0028"
1405,user_344,2024-04-17 00:00:00,2024-04-18 00:00:00,5.12,"0.0881,0.2637,0.0593,0.08,0.0136"
1406,user_345,2024-04-17 00:00:00,2024-04-18 00:00:00,1.58,"0.023,0.0841,0.1164,0.0318,0.0051"
1407,user_346,2024-04-17 00:00:00,2024-04-18 00:00:00,3.5,"0.0655,0.2715,0.0467,0.0656,0.0055"
1408,user_347,2024-04-17 00:00:00,2024-04-18 00:00:00,11.28,"0.0226,0.0712,0.0504,0.0294,0.0"
1409,user_348,2024-04-17 00:00:00,2024-04-18 00:00:00,3.65,"0.0748,0.263,0.048,0.0738,0.0092"
1410,user_349,2024-04-17 00:00:00,2024-04-18 00:00:00,0.92,"0.0605,0.2419,0.0622,0.0586,0.0078"
1411,user_350,2024-04-17 00:00:00,2024-04-18 00:00:00,22.33,"0.0,0.0839,0.0904,0.0337,0.0018"
1412,user_351,2024-04-17 00:00:00,2024-04-18 00:00:00,10.33,"0.0364,0.1213,0.1468,0.0381,0.0089"
1413,user_352,2024-04-17 00:00:00,2024-04-18 00:00:00,21.65,"0.014,0.0528,0.0862,0.0236,0.0006"
1414,user_353,2024-04-17 00:00:00,2024-04-18 00:00:00,12.19,"0.0459,0.1412,0.0767,0.05,0.0053"
1415,user_354,2024-04-17 00:00:00,2024-04-18 00:00:00,15.53,"0.0352,0.1123,0.0678,0.0434,0.0031"
1416,user_355,2024-04-17 00:00:00,2024-04-18 00:00:00,10.25,"0.0474,0.1434,0.0549,0.0532,0.0042"
1417,user_356,2024-04-17 00:00:00,2024-04-18 00:00:00,11.35,"0.0381,0.1221,0.068,0.0469,0.0036"
1418,user_357,2024-04-17 00:00:00,2024-04-18 00:00:00,13.52,"0.0423,0.1283,0.0649,0.0,0.0037"
1419,user_358,2024-04-17 00:00:00,2024-04-18 00:00:00,4.15,"0.0679,0.2608,0.0648,0.0674,0.0101"
1420,user_359,2024-04-17 00:00:00,2024-04-18 00:00:00,10.83,"0.0439,0.1342,0.0564,0.0513,0.0037"
1421,user_360,2024-04-17 00:00:00,2024-04-18 00:00:00,7.41,"0.0314,0.1107,0.0458,0.0422,0.0028"
1422,user_361,2024-04-17 00:00:00,2024-04-18 00:00:00,13.42,"0.0357,0.114,0.0711,0.0459,0.0031"
1423,user_362,2024-04-17 00:00:00,2024-04-18 00:00:00,7.75,"0.051,0.1654,0.0542,0.0559,0.0051"
1424,user_363,2024-04-17 00:00:00,2024-04-18 00:00:00,11.66,"0.0401,0.1253,0.0676,0.0472,0.0039"
1425,user_364,2024-04-17 00:00:00,2024-04-18 00:00:00,13.45,"0.0275,0.0982,0.0548,0.0379,0.0021"
1426,user_365,2024-04-17 00:00:00,2024-04-18 00:00:00,8.59,"0.0528,0.1883,0.0549,0.0544,0.0058"
1427,user_366,2024-04-17 00:00:00,2024-04-18 00:00:00,8.32,"0.0462,0.1437,0.0499,0.0,0.0042"
1428,user_367,2024-04-17 00:00:00,2024-04-18 00:00:00,20.95,"0.0116,0.0533,0.1329,0.0169,0.0009"
1429,user_368,2024-04-17 00:00:00,2024-04-18 00:00:00,19.26,"0.0392,0.1198,0.0719,0.0465,0.0038"
1430,user_369,2024-04-17 00:00:00,2024-04-18 00:00:00,21.07,"0.0144,0.0586,0.1059,0.0231,0.0011"
1431,user_370,2024-04-17 00:00:00,2024-04-18 00:00:00,5.0,"0.0546,0.2516,0.0422,0.0558,0.0042"
1432,user_371,2024-04-17 00:00:00,2024-04-18 00:00:00,12.98,"0.0316,0.0,0.0856,0.0,0.004"
1433,user_372,2024-04-17 00:00:00,2024-04-18 00:00:00,12.02,"0.0405,0.1264,0.0961,0.0466,0.0051"
1434,user_373,2024-04-17 00:00:00,2024-04-18 00:00:00,7.97,"0.0485,0.1527,0.0464,0.0557,0.0052"
1435,user_374,2024-04-17 00:00:00,2024-04-18 00:00:00,13.58,"0.0245,0.0972,0.1041,0.0314,0.0041"
1436,user_375,2024-04-17 00:00:00,2024-04-18 00:00:00,6.77,"0.0531,0.1726,0.0467,0.0594,0.0061"
1437,user_376,2024-04-17 00:00:00,2024-04-18 00:00:00,7.83,"0.0548,0.1488,0.0616,0.0,0.0083"
1438,user_377,2024-04-17 00:00:00,2024-04-18 00:00:00,7.78,"0.0467,0.1472,0.0467,0.0529,0.0046"
1439,user_378,2024-04-17 00:00:00,2024-04-18 00:00:00,2.91,"0.0714,0.269,0.0559,0.0659,0.0084"
1440,user_379,2024-04-17 00:00:00,2024-04-18 00:00:00,4.22,"0.0516,0.236,0.0373,0.0626,0.0041"
1441,user_380,2024-04-17 00:00:00,2024-04-18 00:00:00,8.31,"0.0573,0.1819,0.048,0.0635,0.0072"
1442,user_381,2024-04-17 00:00:00,2024-04-18 00:00:00,13.5,"0.0399,0.125,0.0602,0.049,0.0033"
1443,user_382,2024-04-17 00:00:00,2024-04-18 00:00:00,2.19,"0.0,0.2743,0.0582,0.0,0.0366"
1444,user_383,2024-04-17 00:00:00,2024-04-18 00:00:00,26.1,"0.0172,0.0727,0.1301,0.0274,0.0018"
1445,user_384,2024-04-17 00:00:00,2024-04-18 00:00:00,6.54,"0.0,0.1473,0.04,0.0539,0.0046"
1446,user_385,2024-04-17 00:00:00,2024-04-18 00:00:00,11.94,"0.0296,0.1052,0.0529,0.0395,0.0024"
